gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,PSC.0149,PSC.0174,PSC.0177,PSC.0186,PSC.0187,PSC.0188,PSC.0190,PSC.0202,PSC.0203,PSC.0209,PSC.0219,PSC.0228,PSC.0230,PSC.0231,uniprotID,geneID,transcript_ID,,,,,,,,
g5239.t1,1471.158071,-3.071144509,0.378102876,-8.122510307,4.57E-16,4.39E-14,671,1459,303,325,2396,1917,2465,575,404,472,269,2403,321,3197,Q75J93,CPAS1_DICDI,Phel_contig_39,,,,,,,,
g5292.t1,61.05243823,0.907534059,0.229634231,3.952085266,7.75E-05,0.000559024,52,41,86,109,31,48,17,93,77,95,102,56,135,15,Q9DFZ4,CHUR_XENLA,Phel_contig_10803,,,,,,,,
g5322.t1,111.7541895,1.95516263,0.769820045,2.539765811,0.011092672,0.035042914,147,56,36,260,24,27,7,161,73,456,263,19,306,0,A2AVA0,SVEP1_MOUSE,Phel_contig_1077,,,,,,,,
g5322.t1,111.7541895,1.95516263,0.769820045,2.539765811,0.011092672,0.035042914,147,56,36,260,24,27,7,161,73,456,263,19,306,0,A2AVA0,SVEP1_MOUSE,Phel_contig_12224,,,,,,,,
g5322.t1,111.7541895,1.95516263,0.769820045,2.539765811,0.011092672,0.035042914,147,56,36,260,24,27,7,161,73,456,263,19,306,0,A2AVA0,SVEP1_MOUSE,Phel_contig_163,,,,,,,,
g5326.t1,40.76182286,1.940993583,0.762582838,2.545288834,0.010918738,0.034592048,54,25,7,101,10,4,2,79,24,144,125,6,81,1,P10079,FBP1_STRPU,Phel_contig_5796,,,,,,,,
g5326.t1,40.76182286,1.940993583,0.762582838,2.545288834,0.010918738,0.034592048,54,25,7,101,10,4,2,79,24,144,125,6,81,1,P10079,FBP1_STRPU,Phel_contig_5797,,,,,,,,
g5504.t1,7.284032351,2.21060578,0.796041511,2.776998119,0.00548635,0.019614227,2,3,4,14,7,2,1,53,16,2,9,1,8,0,B7ZCC9,AGRG4_MOUSE,Phel_contig_3210,,,,,,,,
g5540.t1,1912.455497,-4.095783296,0.608174903,-6.734548356,1.64E-11,6.91E-10,262,475,228,315,1701,1577,5435,189,239,305,200,4130,360,4572,Q9C0D7,ZC12C_HUMAN,Phel_contig_34,,,,,,,,
g5550.t1,23.19506075,-2.257861616,0.89707398,-2.516917965,0.011838639,0.036831121,33,0,16,13,126,50,3,5,12,0,7,50,18,3,P41383,TBA2_PATVU,Phel_contig_8899,,,,,,,,
g5554.t1,144.5715286,-1.458706727,0.423599906,-3.443595489,0.000574034,0.002958187,69,77,93,111,305,469,136,149,102,46,80,130,84,102,P41383,TBA2_PATVU,Phel_contig_8899,,,,,,,,
g5619.t1,1874.462025,-1.825398768,0.402954714,-4.530034531,5.90E-06,5.98E-05,688,1507,705,1220,2432,1723,3528,1027,646,805,921,3531,2177,2344,P21580,TNAP3_HUMAN,Phel_contig_5341,,,,,,,,
g5688.t2,1431.100212,-2.019233599,0.461218825,-4.378038128,1.20E-05,0.00010998,960,749,589,672,855,1189,3372,855,681,423,599,1940,1233,2426,P91620,SIF2_DROME,Phel_contig_188,,,,,,,,
g5770.t1,348.5501857,-3.167388427,0.52812833,-5.997384059,2.01E-09,5.22E-08,147,126,51,73,504,658,443,131,186,39,52,527,60,1144,Q60636,PRDM1_MOUSE,Phel_contig_13629,,,,,,,,
g5770.t1,348.5501857,-3.167388427,0.52812833,-5.997384059,2.01E-09,5.22E-08,147,126,51,73,504,658,443,131,186,39,52,527,60,1144,Q60636,PRDM1_MOUSE,Phel_contig_9841,,,,,,,,
g579.t1,569.4687576,-2.163464124,0.416909537,-5.189289121,2.11E-07,3.23E-06,420,632,265,214,488,366,1363,300,195,252,253,816,321,618,Q91754,GCKR_XENLA,Phel_contig_13077,,,,,,,,
g579.t1,569.4687576,-2.163464124,0.416909537,-5.189289121,2.11E-07,3.23E-06,420,632,265,214,488,366,1363,300,195,252,253,816,321,618,Q91754,GCKR_XENLA,Phel_contig_3167,,,,,,,,
g5807.t1,8871.187344,-4.375608903,0.620632901,-7.050236781,1.79E-12,9.12E-11,2248,18269,690,691,4203,2858,31293,1470,1134,838,1009,11261,1280,8082,Q9TZM3,LRK1_CAEEL,Phel_contig_765,,,,,,,,
g5845.t1,52.3176924,1.228127207,0.254460107,4.82640372,1.39E-06,1.69E-05,24,31,67,131,52,31,6,102,76,75,79,33,117,19,Q9QXA6,BAT1_MOUSE,Phel_contig_11436,,,,,,,,
g585.t1,493.9070913,-1.276186558,0.363352781,-3.512252077,0.000444326,0.002396155,480,1008,494,245,465,406,592,251,203,495,352,637,414,314,Q5ZLX2,IF2A_CHICK,Phel_contig_5769,,,,,,,,
g5864.t1,77.76648888,1.110635822,0.397556498,2.793655308,0.0052116,0.018763042,55,91,100,70,43,32,11,75,109,185,165,50,227,19,Q92562,FIG4_HUMAN,Phel_contig_15824,,,,,,,,
g5871.t1,620.2091857,-2.031038746,0.356942355,-5.69010295,1.27E-08,2.66E-07,703,1185,533,173,564,600,787,221,217,249,372,1230,282,590,Q6EE31,TCPQ_CHICK,Phel_contig_120,,,,,,,,
g6011.t1,9.804970256,-2.771784203,0.75389837,-3.67660193,0.000236361,0.001423104,8,4,2,1,37,20,0,5,7,0,3,19,4,24,P46023,GR101_LYMST,Phel_contig_15446,,,,,,,,
g6042.t1,48.09497638,1.285008943,0.37069026,3.466530096,0.000527223,0.002759595,32,22,42,90,49,34,4,154,62,51,112,20,91,16,Q8N0X4,CLYBL_HUMAN,Phel_contig_13113,,,,,,,,
g6120.t1,90.25891393,-3.661056894,1.277442457,-2.865927051,0.0041579,0.01560623,2,5,84,4,42,388,4,1,5,1,6,8,0,546,Q9VCA2,ORCT_DROME,Phel_contig_22211,,,,,,,,
g6126.t1,71.47467598,2.719929839,0.332057633,8.191137817,2.59E-16,2.62E-14,16,6,105,189,19,32,2,187,134,118,134,16,237,26,Q9UBI9,HDC_HUMAN,Phel_contig_7747,,,,,,,,
g6152.t1,23.16165969,0.981230349,0.387209124,2.534109573,0.011273347,0.035493186,8,8,25,52,37,19,4,59,34,19,33,14,53,9,P13216,ADX_CHICK,Phel_contig_18875,,,,,,,,
g622.t1,4.722883055,1.788504939,0.632853233,2.826097497,0.004711892,0.017307938,0,5,6,6,2,2,0,15,10,4,7,2,19,2,Q9PTU6,ENDOU_PAROL,Phel_contig_19062,,,,,,,,
g6228.t1,146.1763871,-0.960372571,0.383547985,-2.503917652,0.012282662,0.03791862,180,311,248,85,144,142,96,119,95,112,49,175,131,88,Q9NVP1,DDX18_HUMAN,Phel_contig_6564,,,,,,,,
g6232.t1,7.709316279,-2.572144564,0.79813901,-3.222677416,0.001269985,0.005764492,4,9,5,0,43,6,6,0,3,1,3,3,8,10,Q9VCA2,ORCT_DROME,Phel_contig_22211,,,,,,,,
g6274.t1,47.8880537,1.36084164,0.291255664,4.672326785,2.98E-06,3.32E-05,24,16,73,90,25,31,8,92,106,39,97,22,102,36,Q9QX47,SON_MOUSE,Phel_contig_10702,,,,,,,,
g6279.t1,189.4675567,-1.094460115,0.325967504,-3.3575743,0.000786296,0.003857241,153,165,246,126,242,163,260,168,127,95,114,245,152,197,O75486,SUPT3_HUMAN,Phel_contig_2346,,,,,,,,
g6281.t1,4420.798097,-4.520714004,0.52973335,-8.53394261,1.41E-17,1.83E-15,2785,3220,889,396,5942,3807,9940,371,755,212,167,9869,239,9627,Q03347,RUNX1_MOUSE,Phel_contig_291,,,,,,,,
g6308.t1,35.13637307,-1.028129848,0.315524957,-3.258473932,0.001120132,0.005184313,27,39,19,23,53,34,38,31,33,29,37,66,24,19,P06027,LECE_HELCR,Phel_contig_14850,,,,,,,,
g6309.t1,42.25484599,-3.348707458,1.244563008,-2.690669284,0.007130885,0.024480352,2,1,25,1,21,135,0,0,18,7,4,3,5,287,Q5ZJZ5,BDH_CHICK,Phel_contig_886,,,,,,,,
g6314.t1,446.4447627,-2.642161473,0.335928735,-7.865244008,3.68E-15,3.09E-13,296,726,115,150,514,503,735,255,127,125,162,1012,128,514,Q5U3Y5,SFT2A_RAT,Phel_contig_4889,,,,,,,,
g6332.t1,43.42335409,1.311237672,0.533581083,2.457429086,0.013993543,0.042089602,7,21,68,81,40,32,2,62,27,53,32,52,276,12,Q8BZ20,PAR12_MOUSE,Phel_contig_12085,,,,,,,,
g6348.t1,33.62450216,-3.374770708,0.936980985,-3.601749408,0.000316083,0.001808422,8,2,15,0,132,59,4,2,12,10,6,14,2,158,Q8BGC3,MOT12_MOUSE,Phel_contig_25452,,,,,,,,
g6399.t3,218.3979681,-1.843335633,0.446246304,-4.130758321,3.62E-05,0.00028958,180,90,173,55,198,272,360,121,138,37,130,499,170,301,Q9BT23,LIMD2_HUMAN,Phel_contig_5442,,,,,,,,
g6399.t4,358.5581148,-1.538429819,0.350935303,-4.383798972,1.17E-05,0.000107496,466,202,274,107,312,394,466,332,189,239,200,514,227,612,Q9BT23,LIMD2_HUMAN,Phel_contig_5442,,,,,,,,
g644.t1,675.8913487,-1.059716221,0.272965908,-3.882229202,0.000103503,0.000707923,740,944,618,423,443,602,768,653,467,512,472,893,628,699,Q66HR2,MARE1_RAT,Phel_contig_6400,,,,,,,,
g6442.t1,910.8751332,-1.444143839,0.269071392,-5.367140019,8.00E-08,1.38E-06,1024,1363,731,458,748,842,998,500,544,728,487,1728,743,925,Q8VDM4,PSMD2_MOUSE,Phel_contig_6928,,,,,,,,
g6471.t1,382.0174577,-0.816564259,0.282668196,-2.888773025,0.003867481,0.014671135,326,190,254,373,324,467,217,398,297,310,348,638,435,744,Q9Z2K9,IDHC_MICME,Phel_contig_2449,,,,,,,,
g6474.t1,73.55323529,3.458664453,0.362185102,9.549438776,1.30E-21,3.18E-19,11,6,102,119,28,14,3,142,128,187,191,10,344,5,Q9UGM3,DMBT1_HUMAN,Phel_contig_11488,,,,,,,,
g6474.t1,73.55323529,3.458664453,0.362185102,9.549438776,1.30E-21,3.18E-19,11,6,102,119,28,14,3,142,128,187,191,10,344,5,Q9UGM3,DMBT1_HUMAN,Phel_contig_1748,,,,,,,,
g6474.t1,73.55323529,3.458664453,0.362185102,9.549438776,1.30E-21,3.18E-19,11,6,102,119,28,14,3,142,128,187,191,10,344,5,Q9UGM3,DMBT1_HUMAN,Phel_contig_2588,,,,,,,,
g6492.t1,139.1505953,3.160820933,0.424124368,7.452580359,9.15E-14,5.99E-12,51,31,145,414,20,13,16,586,204,360,248,13,200,17,Q6FHJ7,SFRP4_HUMAN,Phel_contig_9571,,,,,,,,
g6519.t1,71.71396462,1.393362078,0.333137902,4.18253843,2.88E-05,0.000237283,53,28,101,158,67,46,7,172,117,58,119,34,204,16,A4IGP0,HIKES_XENTR,Phel_contig_9166,,,,,,,,
g654.t1,46.49387851,1.174301189,0.327085614,3.590195165,0.00033043,0.001877392,18,17,62,80,29,40,4,65,72,114,78,29,81,40,Q7T3C7,RT4I1_DANRE,Phel_contig_8568,,,,,,,,
g6544.t1,2.590534155,3.638154668,1.491184397,2.439775171,0.014696405,0.04377275,18,0,2,4,1,0,0,5,26,0,2,0,0,0,P82251,BAT1_HUMAN,Phel_contig_27302,,,,,,,,
g6590.t1,2206.484431,-2.042884405,0.564249827,-3.620531733,0.000293998,0.001707842,2625,428,1000,867,449,2149,2260,1089,547,1035,1538,3439,1433,8274,Q08E66,WFKN2_BOVIN,Phel_contig_1456,,,,,,,,
g661.t1,648.4766417,-0.971430376,0.282455521,-3.4392331,0.000583365,0.002998257,460,658,650,381,1314,564,568,549,394,785,400,857,566,639,P27117,DCOR_BOVIN,Phel_contig_8470,,,,,,,,
g674.t1,5935.592267,-1.85130155,0.325148233,-5.693715556,1.24E-08,2.61E-07,11522,8791,3712,2501,3708,4417,7803,3489,2494,2836,3491,7896,3629,7142,P09324,YES_CHICK,Phel_contig_1512,,,,,,,,
g6741.t1,10843.74205,-3.383675986,0.487800675,-6.936595538,4.02E-12,1.90E-10,6242,46457,2293,2595,7410,7846,17277,2728,1684,1602,2495,16184,3243,6013,Q5RBP9,MPEG1_PONAB,Phel_contig_625,,,,,,,,
g6771.t1,39.6422965,-6.085953103,0.962452957,-6.323377218,2.56E-10,8.29E-09,5,3,0,1,77,62,18,0,3,0,4,282,2,78,P46023,GR101_LYMST,Phel_contig_15446,,,,,,,,
g6772.t1,70.24876448,2.102652972,0.395321005,5.318849606,1.04E-07,1.74E-06,28,49,98,171,12,19,12,83,114,177,171,32,168,6,Q6DCX5,PCFT_XENLA,Phel_contig_18363,,,,,,,,
g7287.t1,163.4365964,0.948687011,0.242530369,3.911621516,9.17E-05,0.000640967,87,156,171,275,100,85,67,355,257,253,241,71,323,78,Q9UPR0,PLCL2_HUMAN,Phel_contig_9874,,,,,,,,
g7310.t1,64.24928447,-1.099112079,0.36001414,-3.052969197,0.002265892,0.009387791,44,50,102,32,93,79,61,45,24,32,59,112,52,76,Q9HB07,MYG1_HUMAN,Phel_contig_5845,,,,,,,,
g7318.t2,1709.952921,-2.338461635,0.726485986,-3.218866818,0.001286982,0.005827431,1311,1436,428,1137,166,494,6662,606,747,506,675,522,819,1258,O76536,HYAL_STRPU,Phel_contig_4480,,,,,,,,
g7327.t1,16.74213518,-2.031702385,0.589744264,-3.445056629,0.00057094,0.002945491,16,4,6,4,38,70,3,10,14,4,8,42,12,9,P46023,GR101_LYMST,Phel_contig_15446,,,,,,,,
g7383.t1,126.8084128,7.674393864,0.840196846,9.134042695,6.60E-20,1.20E-17,2,1,57,688,2,0,2,511,221,79,511,0,115,0,P56489,ACM1_MACMU,Phel_contig_7895,,,,,,,,
g7450.t1,5247.76561,-3.723482312,0.648855489,-5.738538663,9.55E-09,2.07E-07,5171,6245,827,568,2490,1058,2761,280,200,867,2214,21869,1509,19299,Q15485,FCN2_HUMAN,Phel_contig_107,,,,,,,,
g7450.t1,5247.76561,-3.723482312,0.648855489,-5.738538663,9.55E-09,2.07E-07,5171,6245,827,568,2490,1058,2761,280,200,867,2214,21869,1509,19299,Q15485,FCN2_HUMAN,Phel_contig_7739,,,,,,,,
g7545.t1,45.4541778,1.164396472,0.466323042,2.496973917,0.012525817,0.038489342,24,7,25,126,26,46,19,130,109,43,44,11,71,30,Q96DM1,PGBD4_HUMAN,Phel_contig_20850,,,,,,,,
g7545.t1,45.4541778,1.164396472,0.466323042,2.496973917,0.012525817,0.038489342,24,7,25,126,26,46,19,130,109,43,44,11,71,30,Q96DM1,PGBD4_HUMAN,Phel_contig_24842,,,,,,,,
g7615.t2,36.31080794,-5.249733495,2.161407776,-2.428849176,0.015146832,0.044840318,0,0,0,9,234,157,0,0,0,0,0,75,10,29,O77245,E75_METEN,Phel_contig_18839,,,,,,,,
g7619.t1,67.46836422,-1.987820874,0.319208738,-6.227338539,4.74E-10,1.42E-08,65,75,28,39,74,87,91,52,32,13,34,170,39,62,P42577,FRIS_LYMST,Phel_contig_5425,,,,,,,,
g7621.t1,3579.918342,-1.55531465,0.481301757,-3.231475114,0.00123153,0.0056186,2746,3725,1818,2297,1048,2091,7332,1702,1411,3086,2378,3859,3102,5837,Q7TQI7,ABTB2_MOUSE,Phel_contig_1729,,,,,,,,
g7656.t1,63.01292876,-1.996715497,0.356626852,-5.598892756,2.16E-08,4.31E-07,71,87,15,25,27,85,70,26,35,32,34,118,56,115,Q9D8N3,TM86A_MOUSE,Phel_contig_12963,,,,,,,,
g7664.t1,69.58127842,2.298984287,0.354891355,6.47799462,9.29E-11,3.33E-09,41,21,142,161,5,24,10,182,135,87,157,24,129,15,Q8HYJ4,FUT5_PONPY,Phel_contig_23356,,,,,,,,
g7715.t1,118.1267904,-1.394531484,0.344675286,-4.045928275,5.21E-05,0.000396901,84,197,61,60,125,93,167,85,88,55,120,196,91,87,Q9VBW3,CAD96_DROME,Phel_contig_6884,,,,,,,,
g7719.t1,58.42337683,-1.716160951,0.583366781,-2.941821523,0.003262879,0.012783617,118,141,37,12,128,29,58,24,31,8,57,27,76,13,Q9VBW3,CAD96_DROME,Phel_contig_6884,,,,,,,,
g7722.t1,38.63102649,1.387141747,0.409005719,3.391497195,0.000695119,0.003474066,14,21,64,62,42,30,4,66,76,41,88,25,91,2,Q9VBW3,CAD96_DROME,Phel_contig_6884,,,,,,,,
g7734.t1,137.8312899,2.098491915,0.355751181,5.898763035,3.66E-09,8.82E-08,54,34,382,256,40,96,6,291,139,208,324,46,334,52,Q9GZR5,ELOV4_HUMAN,Phel_contig_23205,,,,,,,,
g7750.t1,440.0014619,-1.088001683,0.248212336,-4.383350556,1.17E-05,0.00010765,317,526,377,309,529,435,479,436,299,395,238,697,357,441,Q62448,IF4G2_MOUSE,Phel_contig_1312,,,,,,,,
g7750.t1,440.0014619,-1.088001683,0.248212336,-4.383350556,1.17E-05,0.00010765,317,526,377,309,529,435,479,436,299,395,238,697,357,441,Q62448,IF4G2_MOUSE,Phel_contig_14596,,,,,,,,
g7803.t1,297.0448476,-1.453544842,0.202212165,-7.188216614,6.56E-13,3.61E-11,299,315,163,201,370,314,338,235,173,192,190,445,217,398,Q1LZB6,CAPR1_BOVIN,Phel_contig_3007,,,,,,,,
g7826.t1,188.5042648,-1.106372299,0.33682817,-3.284678655,0.001020987,0.004801432,213,201,104,119,142,117,251,181,82,191,138,219,241,251,P61082,UBC12_MOUSE,Phel_contig_11063,,,,,,,,
g7857.t1,3092.570548,3.414346186,0.765582211,4.459803449,8.20E-06,7.95E-05,1495,422,3881,8298,38,142,566,17336,6327,5642,1952,48,6212,56,P42577,FRIS_LYMST,Phel_contig_5425,,,,,,,,
g7858.t1,5.509885385,3.007224993,0.874282418,3.439649399,0.000582468,0.002995154,0,0,5,13,1,4,0,26,12,1,13,3,20,0,P42577,FRIS_LYMST,Phel_contig_5425,,,,,,,,
g7872.t1,234.8360358,-0.679779383,0.232500453,-2.923776599,0.003458128,0.013394767,313,228,234,242,190,209,209,184,234,229,185,360,231,168,P84104,SRSF3_MOUSE,Phel_contig_12557,,,,,,,,
g7885.t1,97.87665746,-1.400936854,0.311622666,-4.495619252,6.94E-06,6.88E-05,137,168,49,93,160,114,60,77,77,49,74,180,37,50,Q9VBW3,CAD96_DROME,Phel_contig_6884,,,,,,,,
g8024.t1,151.8177765,0.809282394,0.202788743,3.990765861,6.59E-05,0.000487252,115,143,200,260,94,94,53,308,224,188,196,99,316,58,Q54F25,CLN3_DICDI,Phel_contig_9673,,,,,,,,
g8024.t2,9.275849548,1.716526319,0.574457201,2.988083912,0.002807325,0.011236521,3,4,23,24,8,6,0,21,24,3,16,2,10,4,Q54F25,CLN3_DICDI,Phel_contig_9673,,,,,,,,
g8093.t1,92.6137045,-4.705542013,0.627535456,-7.498448044,6.46E-14,4.35E-12,20,38,4,4,133,399,208,9,3,9,11,115,23,81,P61082,UBC12_MOUSE,Phel_contig_11063,,,,,,,,
g81.t1,95.05059385,-1.588721323,0.302752688,-5.247587835,1.54E-07,2.47E-06,108,132,38,50,112,63,108,53,62,83,57,215,62,88,Q9PWA0,RGS17_CHICK,Phel_contig_3349,,,,,,,,
g8101.t1,192.5238194,1.996766062,0.196932466,10.13934424,3.70E-24,1.24E-21,67,79,345,360,123,66,22,446,325,321,348,67,566,51,P20070,NB5R3_RAT,Phel_contig_12233,,,,,,,,
g8114.t1,4913.316606,-1.858546196,0.493419276,-3.766667191,0.000165441,0.001059021,4015,8897,2215,1475,2762,2795,9902,1914,1664,5715,2596,6283,2183,4835,Q32LN0,EHF_BOVIN,Phel_contig_26,,,,,,,,
g8114.t2,1484.248682,-2.126169606,0.42488184,-5.004143279,5.61E-07,7.60E-06,1138,2470,827,438,854,1090,3067,630,454,572,957,2387,903,1536,Q32LN0,EHF_BOVIN,Phel_contig_26,,,,,,,,
g8125.t1,3.040581975,3.884583737,1.092018102,3.557252147,0.000374754,0.002079628,2,0,1,4,0,0,0,4,5,16,7,0,14,0,P49109,FMO5_CAVPO,Phel_contig_171,,,,,,,,
g8155.t1,35.3427182,3.64411395,0.499702891,7.292561268,3.04E-13,1.79E-11,2,4,57,79,3,15,0,121,55,27,108,5,146,4,O59028,MDH_PYRHO,Phel_contig_23300,,,,,,,,
g8156.t1,61.73582486,2.428985623,0.394215376,6.161569972,7.20E-10,2.09E-08,9,9,71,172,28,19,3,109,89,164,113,14,204,36,O59028,MDH_PYRHO,Phel_contig_23300,,,,,,,,
g8171.t1,7.012733835,-1.6626878,0.545768175,-3.046509262,0.002315153,0.009568647,5,9,1,3,18,11,2,4,8,1,3,10,11,12,P46023,GR101_LYMST,Phel_contig_15446,,,,,,,,
g8178.t1,416.7142749,-5.103521273,0.588928658,-8.665771664,4.48E-18,6.25E-16,677,35,51,12,1642,535,349,6,27,26,42,1042,34,769,Q9NYB5,SO1C1_HUMAN,Phel_contig_10782,,,,,,,,
g8178.t1,416.7142749,-5.103521273,0.588928658,-8.665771664,4.48E-18,6.25E-16,677,35,51,12,1642,535,349,6,27,26,42,1042,34,769,Q9NYB5,SO1C1_HUMAN,Phel_contig_12918,,,,,,,,
g8323.t1,2405.08911,-4.155595322,0.648715031,-6.405887218,1.49E-10,5.10E-09,756,8488,315,358,1195,549,7185,236,229,191,355,2267,598,1306,P43141,ADB4C_MELGA,Phel_contig_130,,,,,,,,
g8421.t1,850.5993247,2.454870463,0.364872181,6.728028585,1.72E-11,7.18E-10,197,224,1353,1934,83,413,179,3040,1314,1781,1315,119,1758,272,Q96PS8,AQP10_HUMAN,Phel_contig_13987,,,,,,,,
g8499.t1,86.09017249,-4.574049717,0.589911288,-7.753792492,8.92E-15,7.00E-13,149,33,1,14,136,112,144,8,3,1,7,210,34,157,Q9UGM3,DMBT1_HUMAN,Phel_contig_11488,,,,,,,,
g8499.t1,86.09017249,-4.574049717,0.589911288,-7.753792492,8.92E-15,7.00E-13,149,33,1,14,136,112,144,8,3,1,7,210,34,157,Q9UGM3,DMBT1_HUMAN,Phel_contig_1748,,,,,,,,
g8499.t1,86.09017249,-4.574049717,0.589911288,-7.753792492,8.92E-15,7.00E-13,149,33,1,14,136,112,144,8,3,1,7,210,34,157,Q9UGM3,DMBT1_HUMAN,Phel_contig_2588,,,,,,,,
g852.t1,5593.884828,-2.574686728,0.701198083,-3.671839373,0.000240811,0.001444372,2159,5699,3455,378,949,1740,13471,981,1255,3860,2049,13011,1034,11257,P90850,YCF2E_CAEEL,Phel_contig_3613,,,,,,,,
g8526.t1,42.36274339,-3.143667945,1.075918512,-2.921845763,0.003479638,0.013457712,32,26,21,9,193,97,0,0,0,0,10,88,43,73,Q7ZYC4,ACBG2_XENLA,Phel_contig_17108,,,,,,,,
g8526.t2,278.0947008,-1.230773103,0.344836697,-3.569147693,0.000358144,0.002005268,116,189,266,195,364,368,202,173,157,146,206,401,306,645,Q7ZYC4,ACBG2_XENLA,Phel_contig_17108,,,,,,,,
g8534.t1,449.0291668,-2.5438957,0.245434275,-10.36487549,3.58E-25,1.36E-22,414,404,162,169,792,802,502,173,171,163,106,652,189,884,Q8TEY5,CR3L4_HUMAN,Phel_contig_3957,,,,,,,,
g8570.t1,174.7788683,1.152527607,0.312078824,3.693065718,0.000221567,0.001346302,206,96,257,274,73,124,36,287,241,349,296,89,388,38,O08700,VPS45_RAT,Phel_contig_6154,,,,,,,,
g8589.t1,30.83220276,1.276254664,0.345694271,3.691859456,0.00022262,0.001351903,18,22,44,52,25,23,6,62,44,23,75,9,89,7,Q8N960,CE120_HUMAN,Phel_contig_9759,,,,,,,,
g8677.t1,303.8760999,-5.378847959,0.809456517,-6.64501162,3.03E-11,1.20E-09,204,85,21,6,76,70,1399,7,7,14,49,243,16,399,Q91175,ADA1A_ORYLA,Phel_contig_4550,,,,,,,,
g8677.t1,303.8760999,-5.378847959,0.809456517,-6.64501162,3.03E-11,1.20E-09,204,85,21,6,76,70,1399,7,7,14,49,243,16,399,Q91175,ADA1A_ORYLA,Phel_contig_5408,,,,,,,,
g8686.t1,197.716938,-2.500488958,0.66935626,-3.735662317,0.000187222,0.001172771,115,190,146,45,467,193,160,57,50,0,47,814,198,190,Q4PLW0,PLIN2_PIG,Phel_contig_13848,,,,,,,,
g8686.t2,1130.063083,-1.856132011,0.342233261,-5.423587433,5.84E-08,1.04E-06,848,1275,791,368,726,1736,1511,867,429,547,363,2384,925,1557,Q4PLW0,PLIN2_PIG,Phel_contig_13848,,,,,,,,
g8718.t1,120.5537213,1.59883155,0.210902584,7.580900723,3.43E-14,2.44E-12,53,48,145,293,66,71,28,345,177,175,157,56,318,40,P11031,TCP4_MOUSE,Phel_contig_8898,,,,,,,,
g8769.t1,12.70657559,1.574973242,0.552130857,2.852536172,0.004337188,0.016140167,7,2,9,31,11,4,0,23,15,7,43,6,46,10,Q96PS8,AQP10_HUMAN,Phel_contig_13987,,,,,,,,
g8832.t1,163.134549,-2.514662628,0.563433788,-4.463102287,8.08E-06,7.85E-05,200,67,17,37,67,172,412,105,84,44,80,153,51,299,P98198,AT8B2_HUMAN,Phel_contig_17963,,,,,,,,
g8833.t1,143.7594408,-2.326785139,0.491275446,-4.736212973,2.18E-06,2.54E-05,136,61,40,50,64,139,337,88,52,45,78,199,60,273,P98198,AT8B2_HUMAN,Phel_contig_17963,,,,,,,,
g8943.t1,747.0498062,3.720029272,0.486030633,7.653898792,1.95E-14,1.46E-12,138,155,856,1486,51,101,18,1383,1127,4278,1549,152,807,44,Q9UGM3,DMBT1_HUMAN,Phel_contig_11488,,,,,,,,
g8943.t1,747.0498062,3.720029272,0.486030633,7.653898792,1.95E-14,1.46E-12,138,155,856,1486,51,101,18,1383,1127,4278,1549,152,807,44,Q9UGM3,DMBT1_HUMAN,Phel_contig_1748,,,,,,,,
g8943.t1,747.0498062,3.720029272,0.486030633,7.653898792,1.95E-14,1.46E-12,138,155,856,1486,51,101,18,1383,1127,4278,1549,152,807,44,Q9UGM3,DMBT1_HUMAN,Phel_contig_2588,,,,,,,,
g8975.t1,610.0143399,-3.15790894,0.424410714,-7.440690912,1.00E-13,6.51E-12,218,395,119,195,742,935,932,134,231,115,96,1551,167,1448,Q3UKU1,ELL2_MOUSE,Phel_contig_1291,,,,,,,,
g9015.t1,14.07276393,1.854129962,0.474977528,3.903616178,9.48E-05,0.000658505,6,3,13,15,10,10,1,29,24,53,30,4,24,4,Q8BGC3,MOT12_MOUSE,Phel_contig_25452,,,,,,,,
g9016.t1,32.51347929,2.569017571,0.546622857,4.699799023,2.60E-06,2.97E-05,3,1,36,58,16,19,1,64,37,135,62,5,92,14,Q9DCN1,NUD12_MOUSE,Phel_contig_12811,,,,,,,,
g9070.t1,546.1239876,-1.573383982,0.372366599,-4.225362824,2.39E-05,0.000200389,507,879,640,204,575,626,644,190,173,448,320,935,316,500,Q3T0K2,TCPG_BOVIN,Phel_contig_4454,,,,,,,,
g9071.t1,1108.141623,-2.259999293,0.554664156,-4.074536396,4.61E-05,0.000357379,1348,762,854,217,931,722,3099,192,192,445,672,1125,711,912,Q6VAB6,KSR2_HUMAN,Phel_contig_903,,,,,,,,
g9085.t1,307.0718721,2.390837484,0.516811227,4.626133025,3.73E-06,4.04E-05,173,5,447,674,54,75,111,668,547,846,508,67,776,49,O02833,ALS_PAPHA,Phel_contig_18565,,,,,,,,
g9167.t1,156.6596775,1.772442852,0.237463277,7.464071397,8.39E-14,5.52E-12,42,36,205,329,87,100,45,397,214,333,243,58,407,55,Q6AZN6,PK3C3_XENLA,Phel_contig_4325,,,,,,,,
g9181.t1,6021.797512,-0.828205911,0.336637675,-2.460229416,0.013884823,0.041830889,9732,10410,5498,4416,4135,3766,5206,4998,4012,7652,5427,5663,4685,4572,Q1HG43,DOXA1_HUMAN,Phel_contig_6506,,,,,,,,
