gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0150	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
4141	g21349.t1	61.1362116040864	-0.818336205756177	0.25857103879952	-3.16484092555572	0.00155167759161322	0.00841788984316749	76	14	80	35	69	89	86	29	43	37	78	60	89	81	81	sp	Q2PG37	CD123_MACFA	46.526	331	157	4	1	939	1	329	4.16e-97	295
4142	g21358.t1	244.149807809704	-1.79468343765335	0.44309378585183	-4.05034666465281	5.1141812358453e-05	0.000511536343215502	125	110	706	153	117	114	169	427	132	97	126	139	392	205	193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4143	g21366.t1	1959.76706058541	-1.06933204421806	0.420815187328019	-2.54109660587068	0.0110505381576564	0.0396153095345312	1551	182	1260	838	1705	2308	2348	3165	1379	1294	1346	2202	2928	2837	3129	sp	A4GTP4	ELK1_RAT	72.277	101	25	2	223	516	1	101	3.67e-43	160
4144	g21370.t1	7.58995254901415	-1.33517121400035	0.425201836929132	-3.14008806651246	0.00168897053150682	0.00901798555013575	10	1	8	5	7	19	8	8	5	5	6	3	9	8	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4145	g21372.t1	9.44308729350054	-6.96105360706434	2.54982292492432	-2.73001451944784	0.00633315361851383	0.0257577861668144	0	45	24	0	0	0	0	0	0	0	0	0	10	0	0	sp	Q9HAU5	RENT2_HUMAN	64.08	451	161	1	1474	2826	565	1014	0	649
4146	g21372.t1	9.44308729350054	-6.96105360706434	2.54982292492432	-2.73001451944784	0.00633315361851383	0.0257577861668144	0	45	24	0	0	0	0	0	0	0	0	0	10	0	0	sp	Q9HAU5	RENT2_HUMAN	49.471	378	180	2	85	1218	122	488	1.74e-115	389
4147	g21372.t2	93.4901305769964	1.4536245112237	0.377118425195301	3.85455712080601	0.000115939313282944	0.00101470349630926	71	34	24	77	219	58	77	9	201	194	113	198	19	336	54	sp	Q9HAU5	RENT2_HUMAN	64.08	451	161	1	2227	3579	565	1014	0	649
4148	g21372.t2	93.4901305769964	1.4536245112237	0.377118425195301	3.85455712080601	0.000115939313282944	0.00101470349630926	71	34	24	77	219	58	77	9	201	194	113	198	19	336	54	sp	Q9HAU5	RENT2_HUMAN	49.471	378	180	2	838	1971	122	488	3.27e-113	389
4149	g21379.t1	20.9416367407977	1.06380735760221	0.41204043700712	2.58180329418452	0.00982855873513163	0.0361695642515007	17	93	8	28	47	20	16	3	29	46	7	39	17	81	6	sp	A2AT37	RENT2_MOUSE	42.424	165	82	4	1	492	1117	1269	4.34e-27	109
4150	g21381.t1	186.150133698098	-1.34936567779104	0.293049826399258	-4.6045605771922	4.13337691787978e-06	6.19290925334689e-05	206	196	165	75	127	130	194	212	154	119	154	91	285	233	185	sp	Q8R4U0	STAB2_MOUSE	34.348	1511	854	33	322	4521	30	1513	0	783
4151	g21381.t1	186.150133698098	-1.34936567779104	0.293049826399258	-4.6045605771922	4.13337691787978e-06	6.19290925334689e-05	206	196	165	75	127	130	194	212	154	119	154	91	285	233	185	sp	Q8R4U0	STAB2_MOUSE	27.892	1409	832	45	667	4521	776	2124	1.34e-129	451
4152	g21381.t1	186.150133698098	-1.34936567779104	0.293049826399258	-4.6045605771922	4.13337691787978e-06	6.19290925334689e-05	206	196	165	75	127	130	194	212	154	119	154	91	285	233	185	sp	Q8R4U0	STAB2_MOUSE	31.837	958	566	35	367	3123	1287	2196	4.7e-98	354
4153	g21382.t1	142.037672886477	-1.12525115361486	0.310824845527147	-3.62020980564303	0.000294364230284332	0.0021862799190369	147	48	151	112	129	101	155	208	85	104	62	112	233	212	171	sp	Q8WWQ8	STAB2_HUMAN	38.346	665	388	12	4	1971	1538	2189	1.43e-129	436
4154	g21382.t1	142.037672886477	-1.12525115361486	0.310824845527147	-3.62020980564303	0.000294364230284332	0.0021862799190369	147	48	151	112	129	101	155	208	85	104	62	112	233	212	171	sp	Q8WWQ8	STAB2_HUMAN	27.071	857	525	22	10	2508	938	1718	2.82e-74	272
4155	g21382.t1	142.037672886477	-1.12525115361486	0.310824845527147	-3.62020980564303	0.000294364230284332	0.0021862799190369	147	48	151	112	129	101	155	208	85	104	62	112	233	212	171	sp	Q8WWQ8	STAB2_HUMAN	26.702	940	504	37	7	2508	261	1121	4.33e-73	268
4156	g21382.t1	142.037672886477	-1.12525115361486	0.310824845527147	-3.62020980564303	0.000294364230284332	0.0021862799190369	147	48	151	112	129	101	155	208	85	104	62	112	233	212	171	sp	Q8WWQ8	STAB2_HUMAN	28.736	522	281	23	1060	2508	30	499	2.95e-35	150
4157	g21387.t1	2439.10629390454	-3.67299727682972	0.483716693344532	-7.59328203340213	3.11902646141105e-14	3.71961220001115e-12	1607	296	2381	522	365	2719	2267	6097	434	365	528	421	5974	339	5557	sp	F4JEQ2	PBL23_ARATH	42.174	230	119	4	790	1467	72	291	5.76e-51	188
4158	g21388.t1	73.6637338747533	-1.8371628622377	0.443562834545293	-4.14183227077853	3.44542276908035e-05	0.00036647847398748	25	102	34	20	63	168	89	91	31	28	28	41	108	85	54	sp	B9FAF3	KN14E_ORYSJ	43.501	377	203	4	1555	2655	362	738	3.85e-86	301
4159	g21390.t1	39.4967037534984	-1.60821892299173	0.36445168699101	-4.41270813223429	1.02085577023349e-05	0.00013320997942703	23	13	22	27	26	65	53	60	16	26	22	20	76	35	66	sp	O35831	CDK17_RAT	60.204	294	57	7	1	708	1	292	4.55e-97	296
4160	g21391.t1	4.74222835531813	-1.74092208637023	0.660825822718234	-2.63446437248645	0.00842701471404214	0.0320926708921496	2	9	4	2	3	8	2	4	5	1	4	2	5	1	6	sp	O35832	CDK18_RAT	88	75	9	0	64	288	228	302	7.69e-43	147
4161	g21392.t1	25.4707531206194	-2.11219696901483	0.473459638315706	-4.46119753001289	8.15029213512711e-06	0.00011034516291832	17	21	26	14	9	49	25	35	7	20	0	14	37	20	39	sp	Q00536	CDK16_HUMAN	55.634	142	63	0	1	426	345	486	9.59e-52	176
4162	g21395.t1	376.890987665306	-1.05278653986286	0.288643301380669	-3.64736176043949	0.000264946773626152	0.00199934546473728	369	82	529	337	267	380	393	483	341	227	231	368	629	430	418	sp	Q5R7J6	UBE2N_PONAB	86.667	150	20	0	1	450	1	150	6.8e-97	278
4163	g21397.t3	1811.03540264131	-3.48416031907539	0.430992123240918	-8.08404639248545	6.26524810431693e-16	9.96681196594829e-14	2735	596	813	406	237	1444	2031	3941	417	306	289	410	2798	516	5062	sp	Q8F7W8	MSRB_LEPIN	58.594	128	53	0	43	426	2	129	5.83e-52	164
4164	g21398.t1	588.011935486143	-0.970448292312734	0.246168268039573	-3.94221521742489	8.07324824052875e-05	0.000745793021707257	571	144	572	600	500	796	626	627	589	422	422	406	1064	604	762	sp	P19182	IFRD1_MOUSE	48.058	412	207	3	49	1281	40	445	8.96e-107	326
4165	g21399.t1	347.7210056788	-1.66440914401183	0.346293636225734	-4.80635209515337	1.53709100643217e-06	2.66044801760283e-05	303	138	617	141	247	336	385	619	190	133	234	193	288	374	439	sp	A2CI35	DUSTY_STRPU	59.255	940	360	9	1	2775	1	932	0	1112
4166	g21410.t1	15.5746377174121	1.39693498059377	0.457238354200008	3.05515704831426	0.00224942699548407	0.0113177565226274	18	9	5	27	40	7	10	0	28	26	24	24	9	46	1	sp	Q6NRK9	CCNQ_XENLA	51.57	223	108	0	79	747	21	243	4.72e-87	261
4167	g21412.t3	75.8892857879123	1.90562647566025	0.511063267543987	3.7287486631902	0.000192432962223482	0.00153287449841864	30	0	11	144	180	77	56	13	151	114	179	170	10	203	47	sp	Q26622	SHR2_STRPU	60.231	606	171	10	331	2019	1	579	0	642
4168	g21414.t1	2409.26190050991	1.04277078183845	0.396887300306317	2.62737250860292	0.0086047079394288	0.0325972432620456	3007	484	628	3079	5476	422	848	1329	4493	3906	4996	3522	1664	4755	1982	sp	P54281	CLCA1_BOVIN	30.906	618	378	13	124	1941	22	602	8.28e-84	285
4169	g21415.t1	1267.59054333874	0.95092502832921	0.372864599225709	2.55032263804047	0.0107623269139315	0.0388395233999845	1678	279	468	1688	2916	268	377	657	2236	2088	2198	1947	945	2485	1046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4170	g21422.t1	150.662964396158	-0.954045455407784	0.358323293731342	-2.66252703103107	0.00775563401341944	0.0301873679359561	115	109	86	148	111	300	118	65	102	89	83	168	137	235	350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4171	g21428.t1	278.369067646485	-1.03740388095414	0.287717365188332	-3.60563527430848	0.000311390229453366	0.00228215705088874	206	68	293	294	213	379	396	317	280	152	133	244	376	328	409	sp	Q2KIA5	DNM1L_BOVIN	67.763	760	204	9	1	2190	1	749	0	1019
4172	g21431.t1	272.292714669404	2.15529536961179	0.20959452190991	10.2831665158606	8.39241137997287e-25	5.50211576380948e-22	84	32	123	563	708	78	142	32	761	419	465	619	150	744	92	sp	O18373	SPS1_DROME	62.366	372	122	2	13	1074	23	394	1.06e-172	489
4173	g21439.t1	46.1403491240181	0.872935491825712	0.325344043172252	2.68311502898346	0.0072939897583844	0.0287651236643541	33	36	19	53	67	29	33	8	70	63	114	90	31	89	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4174	g21441.t1	230.820091545752	0.63854345111139	0.260399249333273	2.45217085973296	0.0141997219457554	0.0481706721888195	155	53	130	296	555	182	336	70	376	391	305	258	131	433	221	sp	Q6PID8	KLD10_HUMAN	33.167	401	221	7	700	1902	89	442	2.04e-66	227
4175	g21449.t1	380.787184742264	-1.87633415948184	0.404716719330295	-4.63616665648679	3.54929838041115e-06	5.39628042587458e-05	441	131	309	60	127	701	622	507	271	413	228	91	428	233	670	sp	B0S5N4	PLXA3_DANRE	35.545	1733	926	54	427	5253	227	1892	0	914
4176	g2145.t1	101.962625717361	2.09117901995281	0.345507607601248	6.05248328530657	1.42629802038786e-09	6.09841060693506e-08	30	23	17	117	220	32	47	32	270	258	279	153	15	274	56	sp	Q5U4V2	HNMTA_XENLA	35.354	297	174	8	7	867	2	290	4.47e-46	160
4177	g21451.t1	183.575640357985	-0.934175180479993	0.338858912537426	-2.75682635432178	0.0058365337214777	0.0241532913282651	217	76	109	127	186	616	246	43	142	145	199	129	278	201	167	sp	Q6DIK0	INT13_XENTR	47.932	532	196	10	1216	2595	168	690	3.21e-146	452
4178	g21452.t1	46.2009930200208	-3.01848015109895	0.876864401282119	-3.4423568190081	0.00057666904940284	0.00378067723752438	75	0	6	2	0	241	96	21	11	33	9	5	106	32	69	sp	Q6BEA0	PLXA4_DANRE	29.946	1112	613	43	181	3270	53	1080	4.99e-120	411
4179	g21457.t1	33.7568744274107	-2.0727257672813	0.68247117026228	-3.0370891219987	0.00238874817982238	0.0118718569589492	18	45	5	2	15	76	79	9	9	13	16	3	118	72	18	sp	P70206	PLXA1_MOUSE	29.511	1003	541	29	1612	4461	959	1848	1.02e-96	349
4180	g21457.t1	33.7568744274107	-2.0727257672813	0.68247117026228	-3.0370891219987	0.00238874817982238	0.0118718569589492	18	45	5	2	15	76	79	9	9	13	16	3	118	72	18	sp	P70206	PLXA1_MOUSE	28.033	717	445	28	4	2100	351	1014	3.8e-67	255
4181	g21461.t1	13.6371318468446	-1.49253755117535	0.607802033318913	-2.45563105971416	0.014063746019551	0.0477959700177483	9	22	3	3	13	30	29	0	12	11	7	6	16	12	18	sp	Q9V4A7	PLXB_DROME	29.243	1043	594	38	139	3036	84	1059	3.05e-104	372
4182	g21461.t1	13.6371318468446	-1.49253755117535	0.607802033318913	-2.45563105971416	0.014063746019551	0.0477959700177483	9	22	3	3	13	30	29	0	12	11	7	6	16	12	18	sp	Q9V4A7	PLXB_DROME	30.737	475	291	11	3085	4413	1240	1708	2.69e-49	197
4183	g21471.t1	342.171007616265	-0.838268158797265	0.242325267169442	-3.45926848070333	0.000541644705347404	0.00358582717264109	448	109	378	376	264	286	388	340	374	237	174	331	560	473	368	sp	Q6NZW8	AR8BA_DANRE	91.257	183	16	0	1	549	1	183	5.24e-126	356
4184	g21485.t1	133.48852762623	0.816583464446477	0.2947120837472	2.77078379028032	0.00559215455443012	0.0233654429866929	63	102	63	191	225	114	123	26	275	181	185	240	79	294	55	sp	O43772	MCAT_HUMAN	60.403	298	97	3	7	843	6	301	3.97e-121	351
4185	g21497.t1	50.8465739836589	-1.79173221703277	0.486455851323222	-3.68323705462485	0.000230290817372631	0.00177750332995251	4	84	50	17	37	61	107	24	33	28	23	25	94	40	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4186	g21498.t1	62.7166748127748	-1.70202464500064	0.48330089926261	-3.52166662134808	0.000428843074603554	0.00296214960519397	12	21	59	32	51	96	172	49	40	50	5	31	179	57	82	sp	Q7ZY86	TM168_XENLA	30.218	321	191	10	1	906	343	649	8.12e-39	149
4187	g215.t1	614.550655064754	-0.905206421313696	0.289448820432436	-3.12734534540967	0.00176392595758747	0.00931930112146642	824	122	782	524	577	573	571	768	494	414	545	502	751	809	738	sp	A1A5H8	YES_DANRE	56.637	452	189	5	163	1509	94	541	0	529
4188	g21503.t1	656.313025910747	-1.13359855012698	0.266917278247454	-4.24700325722656	2.16648811093423e-05	0.000247868695293824	732	139	908	456	446	909	748	786	520	553	472	574	776	620	839	sp	Q7Z6B7	SRGP1_HUMAN	36.216	798	469	12	16	2301	8	801	1.32e-157	493
4189	g21507.t1	465.324905791884	-1.0395848738388	0.304739031584492	-3.41139390131113	0.000646316489389768	0.00415544048973184	620	78	742	532	350	542	518	466	405	247	392	365	611	382	566	sp	P51644	ARF4_XENLA	82.486	177	31	0	1	531	1	177	5.5e-110	314
4190	g2151.t1	58.3382273576361	1.22534992996372	0.336454722178925	3.64194600101968	0.000270584839616314	0.00203620974090398	13	206	20	138	107	55	59	8	85	103	67	124	49	139	20	sp	Q9H5Z1	DHX35_HUMAN	67.194	695	211	2	19	2052	9	703	0	909
4191	g21513.t1	32.911600241896	1.28361102027389	0.305341423144122	4.20385484241364	2.62407256031806e-05	0.000291735919026111	35	6	18	51	75	12	26	3	74	41	67	48	27	94	13	sp	Q5XK94	TIDC1_XENLA	43.868	212	118	1	25	660	16	226	3.42e-49	164
4192	g21516.t1	28.3075755758019	0.942332418301164	0.349735721560681	2.69441283863154	0.00705127663567957	0.0280276263113958	28	10	21	48	46	16	18	11	60	46	20	68	26	60	3	sp	Q5RK00	RM46_RAT	36.626	243	140	6	178	894	43	275	2.75e-43	152
4193	g21518.t1	359.448107182002	-1.11144415158516	0.377259491722548	-2.94609990198089	0.00321808444637081	0.0151701098169981	530	96	513	307	215	213	216	536	242	244	412	240	395	336	496	sp	Q9GZR2	REXO4_HUMAN	56.019	216	91	3	1513	2151	193	407	4.79e-70	238
4194	g21526.t1	598.018741999312	-1.41201225087568	0.33941666143889	-4.16011472415565	3.18087775529316e-05	0.000341529976356166	505	122	934	416	309	496	946	936	440	363	408	403	1160	560	462	sp	P17560	RENBP_PIG	54.897	388	170	2	109	1257	13	400	4.85e-162	464
4195	g21528.t1	652.526842557957	-1.18262937209961	0.328429004165999	-3.60086763683596	0.000317157019702914	0.00231267007794828	485	115	1145	393	598	813	756	858	741	486	439	360	1047	544	656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4196	g21560.t1	18.8495802385022	1.33502564107697	0.404198338363346	3.30289740052537	0.000956913923395621	0.00568915436456836	4	3	6	13	31	18	23	5	33	30	51	32	10	75	9	sp	Q58CN9	NAPEP_BOVIN	58.416	303	121	2	4	900	87	388	1.1e-132	385
4197	g21564.t1	231.540415078883	-0.624309451278544	0.230389818434737	-2.70979618596034	0.00673245645638298	0.0270084731010283	294	62	217	192	321	255	262	240	271	203	155	184	264	347	242	sp	Q7Z3U7	MON2_HUMAN	58.933	1181	426	13	1	3480	1	1143	0	1305
4198	g21565.t2	99.0672912543582	-0.824410126289175	0.241404464027301	-3.41505750364227	0.000637685475856556	0.00411584882761235	118	28	102	74	102	90	127	94	72	94	73	74	122	168	147	sp	Q7Z3U7	MON2_HUMAN	52.567	487	220	5	169	1605	1232	1715	2.78e-156	490
4199	g21566.t1	848.492707005462	-6.18754428132579	0.822504888149568	-7.52280548173546	5.36131598768038e-14	6.10484586281395e-12	127	26	206	18	8	628	490	4400	52	44	34	19	1848	16	557	sp	Q9PSX7	RHOC_CHICK	84.043	188	30	0	10	573	1	188	2e-115	329
4200	g21568.t1	248.237026956396	-3.76595361644046	0.524765159307575	-7.17645512405895	7.15421196964217e-13	6.55853287979697e-11	94	35	254	8	62	570	745	584	44	36	44	37	374	73	228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4201	g21569.t1	464.047615926039	-4.02983203833879	0.528236008907029	-7.62884765595004	2.36861338125471e-14	2.87892980356436e-12	209	44	592	15	92	882	1287	1184	80	59	73	48	603	110	518	sp	Q6NW85	ARI1L_DANRE	31.313	198	111	7	520	1092	179	358	4.44e-21	100
4202	g21576.t1	16.2208923683222	1.77499734652633	0.657293926809067	2.70046211311174	0.00692432231121018	0.0276337265933753	4	17	6	27	20	5	2	1	71	11	44	24	3	39	2	sp	Q5E9Q3	MITOK_BOVIN	42.714	199	98	2	217	768	81	278	1.59e-25	108
4203	g21577.t1	137.7899388846	-1.41847092239658	0.490927803155973	-2.88936766929437	0.003860174405738	0.0175340905454843	267	14	154	41	97	186	97	139	85	86	210	52	105	77	336	sp	Q9YHT4	HEM0_DANRE	53.819	576	237	9	16	1680	5	572	0	600
4204	g21577.t2	951.221313914048	-1.66738822384041	0.352438603119451	-4.7310033835178	2.2341279719678e-06	3.6925407695587e-05	2133	242	879	795	322	829	1143	1217	662	675	319	587	1357	585	1448	sp	Q9YHT4	HEM0_DANRE	53.472	576	240	9	16	1683	5	572	0	602
4205	g21578.t1	71.3038206776818	-3.02958583492369	0.982155400537518	-3.08462981852531	0.00203805644771098	0.010479197757639	5	28	2	61	4	122	226	21	3	18	14	21	33	0	396	sp	O60706	ABCC9_HUMAN	37.787	1609	897	23	22	4740	5	1545	0	1046
4206	g21579.t1	89.9095458780873	-3.34115494404471	1.08466249275177	-3.08036367660162	0.00206747975608814	0.0106020205079324	9	77	5	66	1	16	296	4	2	16	34	4	17	1	584	sp	P82451	ABCC9_RABIT	38.391	1529	840	23	193	4599	59	1545	0	1045
4207	g21588.t1	46.5906104595943	0.652924100472655	0.261580397183331	2.49607427583745	0.0125576303909407	0.0437416576507026	40	12	34	44	78	40	39	9	79	65	67	91	26	116	53	sp	Q08BB2	P2012_DANRE	46.171	444	237	2	142	1470	66	508	6.19e-134	400
4208	g21590.t1	1126.24666551804	1.5539141094528	0.228902619412698	6.78853790943816	1.13275617175597e-11	8.00888227971906e-10	456	204	416	1521	2279	1083	557	389	2529	1904	3107	1754	618	2778	334	sp	Q3SY69	AL1L2_HUMAN	68.95	905	277	4	61	2769	21	923	0	1295
4209	g21593.t1	273.635221647071	2.06961728454574	0.558029054127782	3.70879843842652	0.000208245113612739	0.00163416141930055	109	22	388	716	527	26	40	22	365	431	337	692	63	1286	72	sp	F1R332	GAL2A_DANRE	26.543	324	198	10	133	1062	35	332	1.44e-22	101
4210	g21594.t1	186.142755934426	0.436795417549968	0.15403673309186	2.83565750053583	0.00457314597936793	0.0200161871866529	157	61	178	248	303	177	153	72	337	197	331	237	180	323	114	sp	Q58CP0	IDH3G_BOVIN	57.979	376	140	4	70	1191	24	383	3.8e-140	408
4211	g216.t1	2.74390980168299	-3.02876892440455	1.12943430239952	-2.68166897177626	0.00732559085204785	0.0288634416470689	11	4	0	0	0	2	1	1	1	0	1	3	7	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4212	g21603.t1	98.6309231102652	-0.760508425162782	0.285016681890894	-2.66829443146037	0.00762374158548595	0.0297724998559546	176	34	67	78	164	113	115	89	109	96	49	58	150	110	83	sp	Q9D8S9	BOLA1_MOUSE	58.586	99	41	0	130	426	31	129	7.02e-36	123
4213	g21604.t1	1117.90892532912	-2.62766578419461	0.52368895705988	-5.01760777799665	5.23188518340385e-07	1.0519687355292e-05	2125	370	1753	493	91	1003	1116	2064	269	498	883	102	2249	198	1108	sp	O15072	ATS3_HUMAN	39.196	796	437	14	55	2382	144	912	0	576
4214	g21604.t1	1117.90892532912	-2.62766578419461	0.52368895705988	-5.01760777799665	5.23188518340385e-07	1.0519687355292e-05	2125	370	1753	493	91	1003	1116	2064	269	498	883	102	2249	198	1108	sp	O15072	ATS3_HUMAN	37.748	151	83	4	2767	3213	909	1050	1.01e-22	109
4215	g21605.t1	44.0835300057769	-2.48146397963127	0.603770326035371	-4.10994689971877	3.95750111072939e-05	0.000410874021275704	89	19	73	16	1	39	62	58	11	30	40	1	83	11	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4216	g21609.t1	9820.80834880165	1.08918255405328	0.233913568632618	4.65634618983535	3.21870538250091e-06	4.95987827282102e-05	8849	1999	6845	14781	16600	5560	4895	4385	19099	13540	25699	14232	6934	20130	3632	sp	Q8MPM1	GELS2_LUMTE	55.372	363	145	3	1	1041	4	365	1.56e-142	410
4217	g2162.t1	111.892853802735	-1.14876607586331	0.362417559280548	-3.16973073309082	0.00152580262126191	0.00831207548280815	121	21	204	136	91	128	79	125	79	89	77	49	243	85	101	sp	Q6GR45	IF6_XENLA	82.787	244	42	0	1	732	1	244	1.54e-155	434
4218	g21624.t1	189.210003597659	-2.09439829708943	0.270461764751805	-7.74378699706925	9.6498617230718e-15	1.30484223986662e-12	213	161	122	115	52	343	301	205	67	93	105	77	266	109	288	sp	P82808	GFPT1_RAT	68.759	685	210	3	1	2055	1	681	0	986
4219	g21625.t1	367.939573254922	-1.00817196153405	0.276082337043909	-3.65170757509818	0.000260502416591599	0.00197196791349236	482	77	368	309	301	374	423	441	409	256	289	237	482	390	529	sp	Q71U00	SKP1_XENLA	84.049	163	25	1	1	486	1	163	1.12e-79	236
4220	g21630.t1	138.335443825522	-1.09547127117468	0.439334693486147	-2.49347772305905	0.0126498521831793	0.0439857846324467	139	28	389	102	92	70	93	200	163	106	101	101	133	117	104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4221	g21631.t2	44.4131383221297	-1.44477088958067	0.548575790794445	-2.63367599122149	0.00844660488093677	0.0321502984868169	92	12	46	47	23	50	31	42	62	17	0	32	93	32	65	sp	Q3UPL0	SC31A_MOUSE	35.455	220	104	6	49	615	1004	1216	2.98e-25	106
4222	g21632.t1	474.497259672076	-0.72780025961749	0.245267211253802	-2.96737691066403	0.00300352517045555	0.0143985639509081	659	174	480	620	375	365	568	457	488	352	511	360	733	437	433	sp	Q3UPL0	SC31A_MOUSE	51.861	833	340	12	1	2445	1	790	0	871
4223	g21641.t1	99.0616894450122	-3.75738390623612	0.884504296525847	-4.24801091525995	2.15676888995634e-05	0.000247017972123904	2	50	7	23	5	897	96	3	12	11	21	31	127	9	178	sp	O73853	CP17A_ICTPU	35.927	437	273	5	133	1431	41	474	2.4e-96	304
4224	g21642.t1	50.8538757922881	-4.27567224783776	0.856367574370797	-4.99280025984081	5.95100937723579e-07	1.1672718755802e-05	2	29	2	15	4	409	50	8	5	2	4	8	148	3	66	sp	O73853	CP17A_ICTPU	36.547	446	276	5	106	1431	32	474	7.53e-100	313
4225	g21649.t1	326.232225715822	-0.82857199489831	0.314767835560239	-2.63232738956182	0.00848021017691993	0.032238507674866	348	79	527	305	221	205	286	402	348	237	260	345	416	395	376	sp	Q3UMR5	MCU_MOUSE	54.483	290	120	2	13	882	65	342	3.24e-105	314
4226	g21652.t1	771.998673547432	-1.41153997977431	0.382225992330869	-3.69294607927246	0.00022167103749022	0.00172217908474012	706	107	978	582	493	720	728	1436	621	438	481	426	1335	712	925	sp	P53992	SC24C_HUMAN	55.411	767	286	4	1249	3381	328	1094	0	847
4227	g21655.t1	168.569620330769	2.05191638601493	0.431146595461387	4.75920813851978	1.94353938165152e-06	3.277355769449e-05	46	16	97	538	354	27	121	44	200	256	442	355	17	373	82	sp	Q5ZJR8	ELOV6_CHICK	52.344	256	119	3	91	855	10	263	8.37e-84	256
4228	g21656.t1	139.993709866467	1.41566389134049	0.369703150204492	3.82919077253589	0.000128565317478793	0.00110158837372423	28	21	107	389	323	39	160	54	205	256	196	185	54	354	65	sp	Q6PC64	ELOV6_DANRE	46.718	259	136	2	55	828	9	266	4.92e-74	231
4229	g21658.t1	41.4275336890067	-2.20775764984464	0.488276552586344	-4.52153116538242	6.13939186659667e-06	8.6984769504793e-05	11	17	149	24	13	36	33	35	12	12	19	15	108	37	53	sp	Q9NYP7	ELOV5_HUMAN	33.333	207	121	5	58	630	64	269	5.42e-24	99.8
4230	g21673.t1	44.6308100482598	-2.50746596834952	0.78405754627845	-3.19806368837501	0.00138353720834295	0.007659372441786	6	3	9	1	13	26	64	40	6	10	18	25	289	54	111	sp	Q8N264	RHG24_HUMAN	37.861	346	178	8	25	1029	17	336	6.46e-68	233
4231	g21674.t1	49.4105373417737	-3.02498958772474	0.729186856425676	-4.1484422834397	3.34745215100376e-05	0.000356759247719046	12	94	7	6	12	40	51	42	15	12	0	8	208	53	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4232	g21675.t1	342.686543799443	-1.72071627808734	0.38629942939814	-4.45435883963959	8.41442679658782e-06	0.000113424376164597	183	68	364	153	227	398	396	664	288	176	168	158	597	251	548	sp	P92208	JNK_DROME	76.816	358	81	1	118	1191	7	362	0	585
